# comment: None given                          Feff8L (EXAFS)       0.1      
# Source:
# Structure Summary:  Fe4 O6
# Reduced formula:  Fe2O3
# space group: (R-3c), space number:  (167)
# abc:  5.091894   5.452030   5.091910
# angles: 62.162605 119.985134 117.837164
# sites: 10
# mp-19770
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=26 Rmt= 1.301 Rnm= 1.391 K  shell
# Pot 1 Z=26 Rmt= 1.304 Rnm= 1.397
# Pot 2 Z= 8 Rmt= 1.019 Rnm= 1.091
# Gam_ch=1.309E+00 H-L exch
# Mu=-9.980E-01 kf=2.225E+00 Vint=-1.987E+01 Rs_int= 1.630
# PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      3.00     2   1.9672
#           2       0.00000     28.22      1.00     2   2.1213
#           3       0.00000     56.41      2.00     2   2.1219
#           4       0.00000     15.09      1.00     2   2.8866
#           5       0.00000     13.79      1.00     2   2.9984
#           6       0.00000     13.79      1.00     2   2.9988
#           7       0.00000     13.78      1.00     2   2.9992
#           8       0.00000     10.22      1.00     2   3.3980
#           9       0.00000     20.43      2.00     2   3.3989
#          10       0.00000     18.15      2.00     2   3.4331
#          11       0.00000      9.06      1.00     2   3.4343
#          12       0.00000      5.16      4.00     3   3.4688
#          15       0.00000     15.96      2.00     2   3.6130
#          16       0.00000      7.98      1.00     2   3.6134
#          17       0.00000      4.20      2.00     3   3.6665
#          18       0.00000      4.20      2.00     3   3.6665
#          19       0.00000      4.20      2.00     3   3.6662
#          20       0.00000     32.60      4.00     2   3.7297
#          21       0.00000     16.29      2.00     2   3.7307
#          22       0.00000     13.85      2.00     2   3.8202
#          23       0.00000      6.92      1.00     2   3.8207
#          24       0.00000      7.06      4.00     3   3.9091
#          29       0.00000      5.44      3.00     4   3.9344
#          31       0.00000      6.85      1.00     2   4.0006
#          32       0.00000      8.73      2.00     3   4.0648
#          33       0.00000      8.73      2.00     3   4.0651
#          34       0.00000      8.73      2.00     3   4.0654
#          35       0.00000      5.96      2.00     4   4.0885
#          36       0.00000     11.91      4.00     4   4.0889
#          37       0.00000     16.90      3.00     2   4.1379
#          38       0.00000      4.82      6.00     3   4.2406
#          41       0.00000      9.36      2.00     2   4.4394
#          42       0.00000      4.68      1.00     2   4.4398
#          43       0.00000      4.95      6.00     3   4.4958
#          44       0.00000      4.13      4.00     3   4.5219
#          45       0.00000     12.02      4.00     3   4.5498
#          46       0.00000      6.01      2.00     3   4.5504
#          47       0.00000      4.31      1.00     2   4.5794
#          48       0.00000      4.31      1.00     2   4.5795
#          49       0.00000      4.31      1.00     2   4.5800
#          50       0.00000      6.31      2.00     3   4.6650
#          51       0.00000      6.31      2.00     3   4.6652
#          52       0.00000      6.31      2.00     3   4.6656
#          53       0.00000      4.07      1.00     2   4.6770
#          54       0.00000      8.14      2.00     2   4.6783
#          56       0.00000     11.76      3.00     2   4.7446
#          69       0.00000      8.47      6.00     3   4.9683
#          75       0.00000      7.17      2.00     3   5.0126
#          76       0.00000      7.16      2.00     3   5.0137
#          77       0.00000      7.16      2.00     3   5.0134
#          79       0.00000      7.62      2.00     4   5.0227
#          80       0.00000     14.73      4.00     2   5.0919
#          81       0.00000      7.36      2.00     2   5.0930
#          82       0.00000      5.05      4.00     3   5.2461
#          83       0.00000      4.22      4.00     3   5.2461
#          89       0.00000     18.37      6.00     2   5.4520
#          91       0.00000      5.04      2.00     2   5.5738
#          92       0.00000      4.24      4.00     3   5.5934
#          95       0.00000      5.36      4.00     3   5.6355
#          96       0.00000      7.23      3.00     2   5.6619
#          99       0.00000      5.04      2.00     2   5.8527
#         100       0.00000      5.03      2.00     2   5.8536
#         101       0.00000      5.03      2.00     2   5.8542
#         111       0.00000      4.24      2.00     2   5.9276
#    64/ 103 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    10.1000   -5.375753E-03  6.204781E-03  3.560544E+01
    10.1500   -6.543357E-03  6.648319E-03  3.595039E+01
    10.2000   -6.978460E-03  7.097171E-03  3.631147E+01
    10.2500   -6.417280E-03  7.545361E-03  3.668219E+01
    10.3000   -4.779264E-03  7.988687E-03  3.705779E+01
    10.3500   -2.198937E-03  8.422670E-03  3.743498E+01
    10.4000    9.924744E-04  8.842082E-03  3.781159E+01
    10.4500    4.326952E-03  9.241263E-03  3.818639E+01
    10.5000    7.284526E-03  9.614701E-03  3.855881E+01
    10.5500    9.383956E-03  9.957576E-03  3.892883E+01
    10.6000    1.026241E-02  1.026613E-02  3.929680E+01
    10.6500    9.732578E-03  1.053783E-02  3.966338E+01
    10.7000    7.811472E-03  1.077144E-02  4.002938E+01
    10.7500    4.720372E-03  1.096693E-02  4.039575E+01
    10.8000    8.581095E-04  1.112550E-02  4.076350E+01
    10.8500   -3.248362E-03  1.124952E-02  4.113363E+01
    10.9000   -7.011510E-03  1.134265E-02  4.150710E+01
    10.9500   -9.863078E-03  1.140986E-02  4.188473E+01
    11.0000   -1.133837E-02  1.145748E-02  4.226719E+01
    11.0500   -1.118190E-02  1.152657E-02  4.265666E+01
    11.1000   -9.297285E-03  1.159174E-02  4.305156E+01
    11.1500   -5.901924E-03  1.166150E-02  4.345164E+01
    11.2000   -1.476030E-03  1.174398E-02  4.385628E+01
    11.2500    3.298687E-03  1.184581E-02  4.426450E+01
    11.3000    7.644528E-03  1.197081E-02  4.467497E+01
    11.3500    1.082171E-02  1.211895E-02  4.508617E+01
    11.4000    1.226588E-02  1.228556E-02  4.549648E+01
    11.4500    1.170050E-02  1.246126E-02  4.590432E+01
    11.5000    9.197890E-03  1.263239E-02  4.630832E+01
    11.5500    5.172495E-03  1.278216E-02  4.670728E+01
    11.6000    3.045462E-04  1.289201E-02  4.710026E+01
    11.6500   -4.591472E-03  1.294324E-02  4.748652E+01
    11.7000   -8.725500E-03  1.291865E-02  4.786542E+01
    11.7500   -1.148251E-02  1.280398E-02  4.823635E+01
    11.8000   -1.253128E-02  1.258928E-02  4.859865E+01
    11.8500   -1.186767E-02  1.227005E-02  4.895149E+01
    11.9000   -9.784774E-03  1.184821E-02  4.929378E+01
    11.9500   -6.780589E-03  1.133303E-02  4.962410E+01
    12.0000   -3.428930E-03  1.074187E-02  4.994059E+01
    12.0500   -2.298399E-04  1.013479E-02  5.024280E+01
    12.1000    2.452178E-03  9.511172E-03  5.052625E+01
    12.1500    4.454488E-03  8.915823E-03  5.078864E+01
    12.2000    5.808826E-03  8.400668E-03  5.102901E+01
    12.2500    6.676465E-03  8.018587E-03  5.124931E+01
    12.3000    7.253608E-03  7.812303E-03  5.145580E+01
    12.3500    7.678342E-03  7.801109E-03  5.165864E+01
    12.4000    7.968663E-03  7.972946E-03  5.186906E+01
    12.4500    8.010666E-03  8.287949E-03  5.209568E+01
    12.5000    7.600048E-03  8.690898E-03  5.234270E+01
    12.5500    6.523358E-03  9.124402E-03  5.261054E+01
    12.6000    4.652919E-03  9.537447E-03  5.289744E+01
    12.6500    2.024689E-03  9.889050E-03  5.320088E+01
    12.7000   -1.127154E-03  1.014895E-02  5.351837E+01
    12.7500   -4.392683E-03  1.029703E-02  5.384780E+01
    12.8000   -7.262898E-03  1.032228E-02  5.418755E+01
    12.8500   -9.241802E-03  1.022183E-02  5.453640E+01
    12.9000   -9.964333E-03  9.999851E-03  5.489356E+01
    12.9500   -9.288335E-03  9.666613E-03  5.525855E+01
    13.0000   -7.335415E-03  9.237413E-03  5.563115E+01
    13.0500   -4.476102E-03  8.754703E-03  5.601199E+01
    13.1000   -1.212621E-03  8.211702E-03  5.640046E+01
    13.1500    1.873455E-03  7.631934E-03  5.679668E+01
    13.2000    4.271519E-03  7.039559E-03  5.720068E+01
    13.2500    5.644409E-03  6.457858E-03  5.761212E+01
    13.3000    5.883924E-03  5.907567E-03  5.802997E+01
    13.3500    5.108762E-03  5.405187E-03  5.845218E+01
    13.4000    3.610140E-03  4.961555E-03  5.887541E+01
    13.4500    1.763936E-03  4.581162E-03  5.929501E+01
    13.5000   -6.438949E-05  4.262724E-03  5.970537E+01
    13.5500   -1.596367E-03  4.001209E-03  6.010065E+01
    13.6000   -2.680711E-03  3.790858E-03  6.047572E+01
    13.6500   -3.291689E-03  3.628175E-03  6.082698E+01
    13.7000   -3.493223E-03  3.513648E-03  6.115318E+01
    13.7500   -3.385866E-03  3.451293E-03  6.145608E+01
    13.8000   -3.057165E-03  3.445861E-03  6.174061E+01
    13.8500   -2.552446E-03  3.498658E-03  6.201419E+01
    13.9000   -1.874179E-03  3.603958E-03  6.228496E+01
    13.9500   -1.006932E-03  3.747808E-03  6.255984E+01
    14.0000    4.458803E-05  3.909533E-03  6.284326E+01
    14.0500    1.229886E-03  4.072523E-03  6.313864E+01
    14.1000    2.418502E-03  4.204183E-03  6.344478E+01
    14.1500    3.428588E-03  4.280369E-03  6.376082E+01
    14.2000    4.066434E-03  4.279846E-03  6.408552E+01
    14.2500    4.184833E-03  4.185300E-03  6.441760E+01
    14.3000    3.737973E-03  3.983990E-03  6.475591E+01
    14.3500    2.812724E-03  3.668132E-03  6.509960E+01
    14.4000    1.622307E-03  3.235101E-03  6.544815E+01
    14.4500    4.595878E-04  2.687460E-03  6.580159E+01
    14.5000   -3.796486E-04  2.032850E-03  6.616131E+01
    14.5500   -6.824510E-04  1.283807E-03  6.653391E+01
    14.6000   -3.877367E-04  4.588718E-04  6.697997E+01
    14.6500    3.839964E-04  4.360695E-04  6.390895E+01
    14.7000    1.352503E-03  1.353327E-03  6.436775E+01
    14.7500    2.148557E-03  2.282548E-03  6.474699E+01
    14.8000    2.416112E-03  3.194941E-03  6.511591E+01
    14.8500    1.917888E-03  4.063418E-03  6.548190E+01
    14.9000    6.137847E-04  4.861735E-03  6.584686E+01
    14.9500   -1.312083E-03  5.565287E-03  6.621145E+01
    15.0000   -3.486128E-03  6.151944E-03  6.657591E+01
    15.0500   -5.458968E-03  6.626635E-03  6.694151E+01
    15.1000   -6.757625E-03  6.951851E-03  6.730730E+01
    15.1500   -7.056875E-03  7.115862E-03  6.767309E+01
    15.2000   -6.260129E-03  7.111675E-03  6.803863E+01
    15.2500   -4.529799E-03  6.937308E-03  6.840355E+01
    15.3000   -2.247643E-03  6.595905E-03  6.876731E+01
    15.3500    8.519969E-05  6.095690E-03  6.912902E+01
    15.4000    1.981352E-03  5.449818E-03  6.948713E+01
    15.4500    3.096459E-03  4.676198E-03  6.983876E+01
    15.5000    3.318030E-03  3.797587E-03  7.017784E+01
    15.5500    2.788361E-03  2.843013E-03  7.048944E+01
    15.6000    1.854651E-03  1.856148E-03  7.072600E+01
    15.6500    9.602062E-04  9.605329E-04  7.065975E+01
    15.7000    5.077785E-04  8.415213E-04  6.976280E+01
    15.7500    7.344524E-04  1.662332E-03  6.957267E+01
    15.8000    1.634696E-03  2.613781E-03  6.979070E+01
    15.8500    2.954773E-03  3.532330E-03  7.010589E+01
    15.9000    4.261483E-03  4.374887E-03  7.045765E+01
    15.9500    5.066854E-03  5.118721E-03  7.082831E+01
    16.0000    4.974023E-03  5.749507E-03  7.121124E+01
    16.0500    3.801435E-03  6.284727E-03  7.160703E+01
    16.1000    1.634833E-03  6.699841E-03  7.201013E+01
    16.1500   -1.139936E-03  6.995515E-03  7.242031E+01
    16.2000   -3.939807E-03  7.177149E-03  7.283772E+01
    16.2500   -6.128273E-03  7.254585E-03  7.326272E+01
    16.3000   -7.178906E-03  7.241609E-03  7.369574E+01
    16.3500   -6.814695E-03  7.155184E-03  7.413716E+01
    16.4000   -5.085406E-03  7.014377E-03  7.458719E+01
    16.4500   -2.361704E-03  6.838913E-03  7.504563E+01
    16.5000    7.528664E-04  6.647402E-03  7.551172E+01
    16.5500    3.568998E-03  6.455343E-03  7.598403E+01
    16.6000    5.479203E-03  6.273226E-03  7.646042E+01
    16.6500    6.102270E-03  6.105167E-03  7.693821E+01
    16.7000    5.367800E-03  5.948512E-03  7.741456E+01
    16.7500    3.520594E-03  5.794615E-03  7.788683E+01
    16.8000    1.046264E-03  5.630608E-03  7.835291E+01
    16.8500   -1.459937E-03  5.441664E-03  7.881143E+01
    16.9000   -3.444881E-03  5.213225E-03  7.926170E+01
    16.9500   -4.529779E-03  4.932802E-03  7.970357E+01
    17.0000   -4.589547E-03  4.591185E-03  8.013732E+01
    17.0500   -3.767464E-03  4.188003E-03  8.056259E+01
    17.1000   -2.399936E-03  3.718235E-03  8.097980E+01
    17.1500   -9.198804E-04  3.184341E-03  8.138836E+01
    17.2000    2.717992E-04  2.592204E-03  8.178645E+01
    17.2500    9.137068E-04  1.950975E-03  8.216881E+01
    17.3000    9.447609E-04  1.273568E-03  8.251719E+01
    17.3500    5.043688E-04  5.842209E-04  8.272322E+01
    17.4000   -1.245148E-04  2.668740E-04  8.119600E+01
    17.4500   -6.103224E-04  9.148888E-04  8.095110E+01
    17.5000   -6.771579E-04  1.605495E-03  8.124601E+01
    17.5500   -1.886581E-04  2.269345E-03  8.159818E+01
    17.6000    8.111882E-04  2.888247E-03  8.196610E+01
    17.6500    2.109883E-03  3.448598E-03  8.233975E+01
    17.7000    3.385569E-03  3.939185E-03  8.271562E+01
    17.7500    4.295445E-03  4.351036E-03  8.309218E+01
    17.8000    4.568316E-03  4.677525E-03  8.346872E+01
    17.8500    4.076301E-03  4.914462E-03  8.384488E+01
    17.9000    2.867594E-03  5.060126E-03  8.422050E+01
    17.9500    1.153487E-03  5.115223E-03  8.459554E+01
    18.0000   -7.447352E-04  5.082763E-03  8.497005E+01
    18.0500   -2.490620E-03  4.992002E-03  8.534536E+01
    18.1000   -3.770133E-03  4.825900E-03  8.571963E+01
    18.1500   -4.385873E-03  4.591930E-03  8.609309E+01
    18.2000   -4.287614E-03  4.298823E-03  8.646603E+01
    18.2500   -3.570717E-03  3.956254E-03  8.683894E+01
    18.3000   -2.441821E-03  3.574521E-03  8.721257E+01
    18.3500   -1.163286E-03  3.164237E-03  8.758813E+01
    18.4000    8.257846E-06  2.736081E-03  8.796761E+01
    18.4500    8.744451E-04  2.300662E-03  8.835448E+01
    18.5000    1.328087E-03  1.868636E-03  8.875512E+01
    18.5500    1.361964E-03  1.451481E-03  8.918235E+01
    18.6000    1.055308E-03  1.064191E-03  8.966469E+01
    18.6500    5.446071E-04  7.345957E-04  9.027108E+01
    18.7000   -1.234537E-05  5.311623E-04  9.112943E+01
    18.7500   -4.705266E-04  5.513988E-04  9.212853E+01
    18.8000   -7.235234E-04  7.385285E-04  9.287891E+01
    18.8500   -7.179762E-04  9.731407E-04  9.341798E+01
    18.9000   -4.564902E-04  1.205489E-03  9.385941E+01
    18.9500    9.006044E-06  1.419072E-03  9.425413E+01
    19.0000    5.905308E-04  1.607543E-03  9.462394E+01
    19.0500    1.189270E-03  1.777633E-03  9.498067E+01
    19.1000    1.692142E-03  1.918827E-03  9.532758E+01
    19.1500    2.006209E-03  2.029098E-03  9.566823E+01
    19.2000    2.070079E-03  2.106501E-03  9.600481E+01
    19.2500    1.865001E-03  2.149115E-03  9.633862E+01
    19.3000    1.419461E-03  2.155123E-03  9.667036E+01
    19.3500    8.055252E-04  2.122989E-03  9.700019E+01
    19.4000    1.263459E-04  2.051682E-03  9.732775E+01
    19.4500   -5.038934E-04  1.940935E-03  9.765199E+01
    19.5000   -9.840918E-04  1.791524E-03  9.797090E+01
    19.5500   -1.249125E-03  1.605624E-03  9.828080E+01
    19.6000   -1.285600E-03  1.387356E-03  9.857479E+01
    19.6500   -1.135571E-03  1.143958E-03  9.883901E+01
    19.7000   -8.859966E-04  8.890255E-04  9.904274E+01
    19.7500   -6.454832E-04  6.531577E-04  9.911362E+01
    19.8000   -5.136793E-04  5.138472E-04  9.893461E+01
    19.8500   -5.513724E-04  5.777587E-04  9.865678E+01
    19.9000   -7.599065E-04  8.045981E-04  9.862530E+01
    19.9500   -1.076596E-03  1.092780E-03  9.878785E+01
    20.0000   -1.388695E-03  1.393357E-03  9.904199E+01
