 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  Pt2 O4
 Reduced formula:  PtO2
 space group: (Pn-3m), space number:  (224)
 abc:  4.483783   4.483783   4.483783
 angles: 90.000000  90.000000  90.000000
 sites: 6
 mp-20119
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.262 Rnm= 1.415 L3 shell
 Pot 1 Z= 8 Rmt= 0.968 Rnm= 1.088
 Pot 2 Z=78 Rmt= 1.267 Rnm= 1.427
 Gam_ch=5.171E+00 H-L exch
 Mu= 5.496E+00 kf=2.289E+00 Vint=-1.447E+01 Rs_int= 1.584
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   27      icalc       2
 -----------------------------------------------------------------------
   4  24.000   5.6593    2.3109    5.49615 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
    -1.1210   -1.1210   -1.1210  1   8 O
    -0.0000   -0.0000   -0.0000  0  78 Pt
     1.1210    3.3628    1.1210  1   8 O
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  1.1450E+01  4.1444E-05 -1.3628E+01  1.068E+00  6.7607E+00  2.2939E+00
  0.100  1.1449E+01  2.1749E-02 -1.4739E+01  1.068E+00  6.7668E+00  2.2959E+00
  0.200  1.1447E+01  4.3254E-02 -1.5813E+01  1.068E+00  6.7849E+00  2.3022E+00
  0.300  1.1442E+01  6.4285E-02 -1.6848E+01  1.068E+00  6.8146E+00  2.3125E+00
  0.400  1.1435E+01  8.4685E-02 -1.7845E+01  1.068E+00  6.8550E+00  2.3269E+00
  0.500  1.1427E+01  1.0422E-01 -1.8804E+01  1.067E+00  6.9050E+00  2.3452E+00
  0.600  1.1417E+01  1.2280E-01 -1.9726E+01  1.067E+00  6.9630E+00  2.3675E+00
  0.700  1.1405E+01  1.4035E-01 -2.0612E+01  1.067E+00  7.0275E+00  2.3936E+00
  0.800  1.1391E+01  1.5683E-01 -2.1461E+01  1.067E+00  7.0965E+00  2.4234E+00
  0.900  1.1376E+01  1.7224E-01 -2.2274E+01  1.067E+00  7.1679E+00  2.4568E+00
  1.000  1.1359E+01  1.8662E-01 -2.3052E+01  1.067E+00  7.2395E+00  2.4938E+00
  1.100  1.1340E+01  1.9996E-01 -2.3796E+01  1.067E+00  7.3091E+00  2.5341E+00
  1.200  1.1320E+01  2.1233E-01 -2.4506E+01  1.067E+00  7.3746E+00  2.5777E+00
  1.300  1.1298E+01  2.2376E-01 -2.5182E+01  1.067E+00  7.4338E+00  2.6245E+00
  1.400  1.1275E+01  2.3430E-01 -2.5825E+01  1.067E+00  7.4851E+00  2.6744E+00
  1.500  1.1250E+01  2.4398E-01 -2.6436E+01  1.067E+00  7.5271E+00  2.7273E+00
  1.600  1.1224E+01  2.5279E-01 -2.7015E+01  1.068E+00  7.5588E+00  2.7832E+00
  1.700  1.1196E+01  2.6079E-01 -2.7562E+01  1.068E+00  7.5799E+00  2.8421E+00
  1.800  1.1167E+01  2.6793E-01 -2.8078E+01  1.069E+00  7.5907E+00  2.9038E+00
  1.900  1.1137E+01  2.7421E-01 -2.8562E+01  1.070E+00  7.5922E+00  2.9684E+00
  2.000  1.1105E+01  2.7958E-01 -2.9015E+01  1.071E+00  7.5861E+00  3.0359E+00
  2.200  1.1037E+01  2.8727E-01 -2.9829E+01  1.073E+00  7.5625E+00  3.1796E+00
  2.400  1.0961E+01  2.9016E-01 -3.0517E+01  1.075E+00  7.5501E+00  3.3354E+00
  2.600  1.0863E+01  2.8615E-01 -3.1020E+01  1.076E+00  7.5977E+00  3.5121E+00
  2.800  1.0770E+01  3.3659E-01 -3.1467E+01  1.156E+00  5.7518E+00  3.6942E+00
  3.000  1.0755E+01  3.6251E-01 -3.2153E+01  1.199E+00  4.9815E+00  3.8336E+00
  3.200  1.0749E+01  3.6244E-01 -3.2856E+01  1.221E+00  4.6504E+00  3.9673E+00
  3.400  1.0727E+01  3.4606E-01 -3.3490E+01  1.228E+00  4.4890E+00  4.1111E+00
  3.600  1.0697E+01  3.1711E-01 -3.4075E+01  1.233E+00  4.4257E+00  4.2602E+00
  3.800  1.0660E+01  2.8295E-01 -3.4628E+01  1.230E+00  4.4235E+00  4.4142E+00
  4.000  1.0616E+01  2.4647E-01 -3.5147E+01  1.226E+00  4.4629E+00  4.5725E+00
  4.200  1.0565E+01  2.1156E-01 -3.5640E+01  1.219E+00  4.5326E+00  4.7348E+00
  4.400  1.0507E+01  1.7885E-01 -3.6110E+01  1.210E+00  4.6258E+00  4.9007E+00
  4.600  1.0443E+01  1.4957E-01 -3.6557E+01  1.200E+00  4.7376E+00  5.0698E+00
  4.800  1.0373E+01  1.2433E-01 -3.6986E+01  1.189E+00  4.8648E+00  5.2417E+00
  5.000  1.0299E+01  1.0262E-01 -3.7396E+01  1.178E+00  5.0050E+00  5.4162E+00
  5.200  1.0222E+01  8.4435E-02 -3.7789E+01  1.165E+00  5.1563E+00  5.5929E+00
  5.400  1.0142E+01  6.9204E-02 -3.8166E+01  1.153E+00  5.3175E+00  5.7717E+00
  5.600  1.0061E+01  5.6591E-02 -3.8527E+01  1.140E+00  5.4873E+00  5.9523E+00
  5.800  9.9808E+00  4.6230E-02 -3.8875E+01  1.127E+00  5.6650E+00  6.1345E+00
  6.000  9.9004E+00  3.7807E-02 -3.9210E+01  1.115E+00  5.8499E+00  6.3182E+00
  6.500  9.7038E+00  2.3079E-02 -3.9995E+01  1.086E+00  6.3393E+00  6.7828E+00
  7.000  9.5109E+00  1.4454E-02 -4.0727E+01  1.060E+00  6.8627E+00  7.2537E+00
  7.500  9.3150E+00  9.5474E-03 -4.1436E+01  1.037E+00  7.4152E+00  7.7294E+00
  8.000  9.1132E+00  6.7541E-03 -4.2125E+01  1.018E+00  7.9932E+00  8.2091E+00
  8.500  8.9094E+00  5.0671E-03 -4.2771E+01  1.002E+00  8.5941E+00  8.6917E+00
  9.000  8.7080E+00  3.8701E-03 -4.3357E+01  9.876E-01  9.2160E+00  9.1768E+00
