 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  Pt2 O4
 Reduced formula:  PtO2
 space group: (Pn-3m), space number:  (224)
 abc:  4.483783   4.483783   4.483783
 angles: 90.000000  90.000000  90.000000
 sites: 6
 mp-20119
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.262 Rnm= 1.415 L3 shell
 Pot 1 Z= 8 Rmt= 0.968 Rnm= 1.088
 Pot 2 Z=78 Rmt= 1.267 Rnm= 1.427
 Gam_ch=5.171E+00 H-L exch
 Mu= 5.496E+00 kf=2.289E+00 Vint=-1.447E+01 Rs_int= 1.584
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   32      icalc       2
 -----------------------------------------------------------------------
   4   4.000   5.8246    2.3109    5.49615 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
  2.000  1.1105E+01  2.2358E+00 -2.6105E+01  1.071E+00  7.5861E+00  3.0359E+00
  2.200  1.1037E+01  2.5592E+00 -2.6988E+01  1.073E+00  7.5625E+00  3.1796E+00
  2.400  1.0961E+01  2.9113E+00 -2.7726E+01  1.075E+00  7.5501E+00  3.3354E+00
  2.600  1.0863E+01  3.2316E+00 -2.8247E+01  1.076E+00  7.5977E+00  3.5121E+00
  2.800  1.0770E+01  4.1344E+00 -2.8718E+01  1.156E+00  5.7518E+00  3.6942E+00
  3.000  1.0755E+01  5.0268E+00 -2.9457E+01  1.199E+00  4.9815E+00  3.8336E+00
  3.200  1.0749E+01  5.6968E+00 -3.0205E+01  1.221E+00  4.6504E+00  3.9673E+00
  3.400  1.0727E+01  6.0828E+00 -3.0861E+01  1.228E+00  4.4890E+00  4.1111E+00
  3.600  1.0697E+01  6.2465E+00 -3.1463E+01  1.233E+00  4.4257E+00  4.2602E+00
  3.800  1.0660E+01  6.2497E+00 -3.2021E+01  1.230E+00  4.4235E+00  4.4142E+00
  4.000  1.0616E+01  6.1201E+00 -3.2537E+01  1.226E+00  4.4629E+00  4.5725E+00
  4.200  1.0565E+01  5.9264E+00 -3.3013E+01  1.219E+00  4.5326E+00  4.7348E+00
  4.400  1.0507E+01  5.6670E+00 -3.3454E+01  1.210E+00  4.6258E+00  4.9007E+00
  4.600  1.0443E+01  5.3788E+00 -3.3860E+01  1.200E+00  4.7376E+00  5.0698E+00
  4.800  1.0373E+01  5.0722E+00 -3.4235E+01  1.189E+00  4.8648E+00  5.2417E+00
  5.000  1.0299E+01  4.7495E+00 -3.4579E+01  1.178E+00  5.0050E+00  5.4162E+00
  5.200  1.0222E+01  4.4260E+00 -3.4897E+01  1.165E+00  5.1563E+00  5.5929E+00
  5.400  1.0142E+01  4.1040E+00 -3.5189E+01  1.153E+00  5.3175E+00  5.7717E+00
  5.600  1.0061E+01  3.7884E+00 -3.5459E+01  1.140E+00  5.4873E+00  5.9523E+00
  5.800  9.9808E+00  3.4850E+00 -3.5708E+01  1.127E+00  5.6650E+00  6.1345E+00
  6.000  9.9004E+00  3.1979E+00 -3.5937E+01  1.115E+00  5.8499E+00  6.3182E+00
  6.500  9.7038E+00  2.5572E+00 -3.6439E+01  1.086E+00  6.3393E+00  6.7828E+00
  7.000  9.5109E+00  2.0452E+00 -3.6859E+01  1.060E+00  6.8627E+00  7.2537E+00
  7.500  9.3150E+00  1.6612E+00 -3.7217E+01  1.037E+00  7.4152E+00  7.7294E+00
  8.000  9.1132E+00  1.3782E+00 -3.7529E+01  1.018E+00  7.9932E+00  8.2091E+00
  8.500  8.9094E+00  1.1664E+00 -3.7798E+01  1.002E+00  8.5941E+00  8.6917E+00
  9.000  8.7080E+00  9.9239E-01 -3.8053E+01  9.876E-01  9.2160E+00  9.1768E+00
  9.500  8.5151E+00  8.4320E-01 -3.8273E+01  9.757E-01  9.8570E+00  9.6639E+00
 10.000  8.3301E+00  7.2036E-01 -3.8472E+01  9.665E-01  1.0516E+01  1.0153E+01
 11.000  7.9735E+00  5.4519E-01 -3.8823E+01  9.545E-01  1.1883E+01  1.1134E+01
 12.000  7.6304E+00  4.3633E-01 -3.9111E+01  9.461E-01  1.3309E+01  1.2119E+01
 13.000  7.3125E+00  3.6650E-01 -3.9310E+01  9.401E-01  1.4789E+01  1.3107E+01
 14.000  7.0128E+00  3.6141E-01 -3.9483E+01  9.372E-01  1.6319E+01  1.4097E+01
 15.000  6.7273E+00  3.8717E-01 -3.9753E+01  9.350E-01  1.7893E+01  1.5089E+01
 16.000  6.4616E+00  3.6957E-01 -4.0002E+01  9.333E-01  1.9510E+01  1.6082E+01
 17.000  6.2091E+00  3.3614E-01 -4.0079E+01  9.314E-01  2.1167E+01  1.7076E+01
 18.000  5.9686E+00  3.4463E-01 -4.0042E+01  9.291E-01  2.2860E+01  1.8071E+01
 19.000  5.7398E+00  3.9026E-01 -4.0064E+01  9.278E-01  2.4588E+01  1.9066E+01
 20.000  5.5207E+00  4.6213E-01 -4.0199E+01  9.272E-01  2.6348E+01  2.0062E+01
