 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  P8 Pt4
 Reduced formula:  P2Pt
 space group: (Pa-3), space number:  (205)
 abc:  5.722614   5.722614   5.722614
 angles: 90.000000  90.000000  90.000000
 sites: 12
 mp-730
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.374 Rnm= 1.446 L3 shell
 Pot 1 Z=15 Rmt= 1.324 Rnm= 1.436
 Pot 2 Z=78 Rmt= 1.387 Rnm= 1.462
 Gam_ch=5.171E+00 H-L exch
 Mu= 1.703E+00 kf=2.133E+00 Vint=-1.564E+01 Rs_int= 1.700
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   15      icalc       2
 -----------------------------------------------------------------------
   3  12.000   5.6410    2.7305    1.70276 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
    -0.6281    2.2332   -5.0945  1  15 P
    -0.6281    0.6281   -2.2332  1  15 P
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  1.1498E+01  4.4902E-05 -1.2642E+01  1.061E+00  6.3054E+00  2.1394E+00
  0.100  1.1497E+01  3.3834E-02 -1.3744E+01  1.061E+00  6.3119E+00  2.1416E+00
  0.200  1.1495E+01  6.5898E-02 -1.4798E+01  1.061E+00  6.3314E+00  2.1483E+00
  0.300  1.1491E+01  9.4473E-02 -1.5804E+01  1.061E+00  6.3631E+00  2.1593E+00
  0.400  1.1485E+01  1.1794E-01 -1.6762E+01  1.061E+00  6.4063E+00  2.1747E+00
  0.500  1.1477E+01  1.3481E-01 -1.7676E+01  1.061E+00  6.4595E+00  2.1944E+00
  0.600  1.1467E+01  1.4382E-01 -1.8548E+01  1.062E+00  6.5212E+00  2.2182E+00
  0.700  1.1456E+01  1.4392E-01 -1.9385E+01  1.062E+00  6.5895E+00  2.2460E+00
  0.800  1.1443E+01  1.3446E-01 -2.0195E+01  1.062E+00  6.6623E+00  2.2778E+00
  0.900  1.1429E+01  1.1546E-01 -2.1001E+01  1.063E+00  6.7372E+00  2.3134E+00
  1.000  1.1412E+01  8.8556E-02 -2.1863E+01  1.063E+00  6.8118E+00  2.3527E+00
  1.100  1.1394E+01  6.1764E-02 -2.2968E+01  1.064E+00  6.8838E+00  2.3955E+00
  1.200  1.1375E+01  6.4118E-02 -2.4446E+01  1.064E+00  6.9510E+00  2.4418E+00
  1.300  1.1353E+01  1.0908E-01 -2.5536E+01  1.065E+00  7.0112E+00  2.4914E+00
  1.400  1.1331E+01  1.7359E-01 -2.6262E+01  1.066E+00  7.0628E+00  2.5443E+00
  1.500  1.1306E+01  2.4690E-01 -2.6837E+01  1.067E+00  7.1046E+00  2.6003E+00
  1.600  1.1280E+01  3.2436E-01 -2.7332E+01  1.068E+00  7.1361E+00  2.6596E+00
  1.700  1.1253E+01  4.0258E-01 -2.7771E+01  1.069E+00  7.1573E+00  2.7219E+00
  1.800  1.1224E+01  4.7867E-01 -2.8166E+01  1.070E+00  7.1692E+00  2.7873E+00
  1.900  1.1193E+01  5.5017E-01 -2.8523E+01  1.071E+00  7.1736E+00  2.8558E+00
  2.000  1.1160E+01  6.1514E-01 -2.8844E+01  1.073E+00  7.1733E+00  2.9275E+00
  2.200  1.1089E+01  7.1987E-01 -2.9384E+01  1.076E+00  7.1747E+00  3.0805E+00
  2.400  1.1004E+01  7.8262E-01 -2.9759E+01  1.079E+00  7.2181E+00  3.2501E+00
  2.600  1.0884E+01  8.6022E-01 -2.9978E+01  1.135E+00  5.9503E+00  3.4430E+00
  2.800  1.0854E+01  1.0179E+00 -3.0568E+01  1.204E+00  4.9058E+00  3.5899E+00
  3.000  1.0857E+01  1.1252E+00 -3.1243E+01  1.228E+00  4.5428E+00  3.7216E+00
  3.200  1.0837E+01  1.1654E+00 -3.1820E+01  1.244E+00  4.3688E+00  3.8642E+00
  3.400  1.0810E+01  1.1589E+00 -3.2364E+01  1.247E+00  4.3037E+00  4.0126E+00
  3.600  1.0773E+01  1.1356E+00 -3.2873E+01  1.245E+00  4.3041E+00  4.1661E+00
  3.800  1.0729E+01  1.1052E+00 -3.3349E+01  1.238E+00  4.3485E+00  4.3244E+00
