 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  P8 Pt4
 Reduced formula:  P2Pt
 space group: (Pa-3), space number:  (205)
 abc:  5.722614   5.722614   5.722614
 angles: 90.000000  90.000000  90.000000
 sites: 12
 mp-730
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.374 Rnm= 1.446 L3 shell
 Pot 1 Z=15 Rmt= 1.324 Rnm= 1.436
 Pot 2 Z=78 Rmt= 1.387 Rnm= 1.462
 Gam_ch=5.171E+00 H-L exch
 Mu= 1.703E+00 kf=2.133E+00 Vint=-1.564E+01 Rs_int= 1.700
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    3      icalc       2
 -----------------------------------------------------------------------
   2   2.000   3.8680    2.7305    1.70276 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     2.2332    2.2332    2.2332  1  15 P
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  1.1498E+01  3.6814E-05 -9.4031E+00  1.061E+00  6.3054E+00  2.1394E+00
  0.100  1.1497E+01  2.7802E-02 -1.0160E+01  1.061E+00  6.3119E+00  2.1416E+00
  0.200  1.1495E+01  5.4521E-02 -1.0887E+01  1.061E+00  6.3314E+00  2.1483E+00
  0.300  1.1491E+01  7.9100E-02 -1.1583E+01  1.061E+00  6.3631E+00  2.1593E+00
  0.400  1.1485E+01  1.0054E-01 -1.2250E+01  1.061E+00  6.4063E+00  2.1747E+00
  0.500  1.1477E+01  1.1793E-01 -1.2891E+01  1.061E+00  6.4595E+00  2.1944E+00
  0.600  1.1467E+01  1.3049E-01 -1.3507E+01  1.062E+00  6.5212E+00  2.2182E+00
  0.700  1.1456E+01  1.3765E-01 -1.4104E+01  1.062E+00  6.5895E+00  2.2460E+00
  0.800  1.1443E+01  1.3913E-01 -1.4689E+01  1.062E+00  6.6623E+00  2.2778E+00
  0.900  1.1429E+01  1.3516E-01 -1.5272E+01  1.063E+00  6.7372E+00  2.3134E+00
  1.000  1.1412E+01  1.2683E-01 -1.5870E+01  1.063E+00  6.8118E+00  2.3527E+00
  1.100  1.1394E+01  1.1676E-01 -1.6508E+01  1.064E+00  6.8838E+00  2.3955E+00
  1.200  1.1375E+01  1.1010E-01 -1.7209E+01  1.064E+00  6.9510E+00  2.4418E+00
  1.300  1.1353E+01  1.1416E-01 -1.7952E+01  1.065E+00  7.0112E+00  2.4914E+00
  1.400  1.1331E+01  1.3391E-01 -1.8651E+01  1.066E+00  7.0628E+00  2.5443E+00
  1.500  1.1306E+01  1.6806E-01 -1.9239E+01  1.067E+00  7.1046E+00  2.6003E+00
  1.600  1.1280E+01  2.1212E-01 -1.9719E+01  1.068E+00  7.1361E+00  2.6596E+00
  1.700  1.1253E+01  2.6200E-01 -2.0120E+01  1.069E+00  7.1573E+00  2.7219E+00
  1.800  1.1224E+01  3.1459E-01 -2.0461E+01  1.070E+00  7.1692E+00  2.7873E+00
  1.900  1.1193E+01  3.6754E-01 -2.0758E+01  1.071E+00  7.1736E+00  2.8558E+00
  2.000  1.1160E+01  4.1895E-01 -2.1017E+01  1.073E+00  7.1733E+00  2.9275E+00
  2.200  1.1089E+01  5.1166E-01 -2.1441E+01  1.076E+00  7.1747E+00  3.0805E+00
  2.400  1.1004E+01  5.8187E-01 -2.1733E+01  1.079E+00  7.2181E+00  3.2501E+00
  2.600  1.0884E+01  6.6254E-01 -2.1908E+01  1.135E+00  5.9503E+00  3.4430E+00
  2.800  1.0854E+01  7.6986E-01 -2.2320E+01  1.204E+00  4.9058E+00  3.5899E+00
  3.000  1.0857E+01  8.3803E-01 -2.2794E+01  1.228E+00  4.5428E+00  3.7216E+00
  3.200  1.0837E+01  8.7300E-01 -2.3200E+01  1.244E+00  4.3688E+00  3.8642E+00
  3.400  1.0810E+01  8.8150E-01 -2.3583E+01  1.247E+00  4.3037E+00  4.0126E+00
  3.600  1.0773E+01  8.7821E-01 -2.3942E+01  1.245E+00  4.3041E+00  4.1661E+00
  3.800  1.0729E+01  8.6812E-01 -2.4280E+01  1.238E+00  4.3485E+00  4.3244E+00
  4.000  1.0677E+01  8.5326E-01 -2.4591E+01  1.229E+00  4.4247E+00  4.4869E+00
  4.200  1.0618E+01  8.3490E-01 -2.4880E+01  1.218E+00  4.5252E+00  4.6531E+00
  4.400  1.0552E+01  8.1350E-01 -2.5148E+01  1.205E+00  4.6449E+00  4.8227E+00
  4.600  1.0482E+01  7.8970E-01 -2.5397E+01  1.191E+00  4.7806E+00  4.9953E+00
  4.800  1.0408E+01  7.6253E-01 -2.5626E+01  1.178E+00  4.9296E+00  5.1705E+00
  5.000  1.0331E+01  7.3358E-01 -2.5838E+01  1.164E+00  5.0902E+00  5.3481E+00
  5.200  1.0252E+01  7.0292E-01 -2.6035E+01  1.149E+00  5.2609E+00  5.5278E+00
  5.400  1.0172E+01  6.7067E-01 -2.6218E+01  1.136E+00  5.4405E+00  5.7093E+00
  5.600  1.0092E+01  6.3781E-01 -2.6387E+01  1.123E+00  5.6281E+00  5.8924E+00
