 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  U1 O2
 Reduced formula:  UO2
 space group: (Fm-3m), space number:  (225)
 abc:  3.856567   3.856567   3.856567
 angles: 60.000000  60.000000  60.000000
 sites: 3
 mp-1597
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=92 Rmt= 1.626 Rnm= 1.706 L3 shell
 Pot 1 Z= 8 Rmt= 1.042 Rnm= 1.093
 Gam_ch=8.104E+00 H-L exch
 Mu=-4.652E+00 kf=2.032E+00 Vint=-2.038E+01 Rs_int= 1.785
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   10      icalc       2
 -----------------------------------------------------------------------
   3  96.000   5.3702    2.0759   -4.65224 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
    -4.0905    1.3635   -1.3635  1   8 O
    -1.3635    1.3635    1.3635  1   8 O
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.4440E+01  2.3751E-05 -1.4207E+01  5.378E-01  3.8521E+00  2.0484E+00
  0.100  1.4445E+01  1.0615E-02 -1.5265E+01  5.399E-01  3.8564E+00  2.0507E+00
  0.200  1.4462E+01  2.0939E-02 -1.6281E+01  5.462E-01  3.8693E+00  2.0576E+00
  0.300  1.4489E+01  3.0706E-02 -1.7259E+01  5.567E-01  3.8905E+00  2.0690E+00
  0.400  1.4524E+01  3.9683E-02 -1.8198E+01  5.716E-01  3.9194E+00  2.0850E+00
  0.500  1.4567E+01  4.7696E-02 -1.9096E+01  5.910E-01  3.9556E+00  2.1053E+00
  0.600  1.4614E+01  5.4626E-02 -1.9953E+01  6.147E-01  3.9982E+00  2.1299E+00
  0.700  1.4663E+01  6.0413E-02 -2.0768E+01  6.425E-01  4.0463E+00  2.1587E+00
  0.800  1.4713E+01  6.5052E-02 -2.1541E+01  6.741E-01  4.0988E+00  2.1916E+00
  0.900  1.4761E+01  6.8575E-02 -2.2272E+01  7.089E-01  4.1548E+00  2.2284E+00
  1.000  1.4806E+01  7.1049E-02 -2.2961E+01  7.461E-01  4.2129E+00  2.2689E+00
  1.100  1.4847E+01  7.2544E-02 -2.3609E+01  7.849E-01  4.2722E+00  2.3132E+00
  1.200  1.4882E+01  7.3184E-02 -2.4217E+01  8.243E-01  4.3313E+00  2.3610E+00
  1.300  1.4909E+01  7.3059E-02 -2.4786E+01  8.636E-01  4.3893E+00  2.4124E+00
  1.400  1.4930E+01  7.2272E-02 -2.5316E+01  9.018E-01  4.4454E+00  2.4671E+00
  1.500  1.4942E+01  7.0925E-02 -2.5810E+01  9.385E-01  4.4987E+00  2.5251E+00
  1.600  1.4946E+01  6.9115E-02 -2.6267E+01  9.729E-01  4.5490E+00  2.5864E+00
  1.700  1.4941E+01  6.6935E-02 -2.6689E+01  1.005E+00  4.5961E+00  2.6510E+00
  1.800  1.4928E+01  6.4467E-02 -2.7075E+01  1.034E+00  4.6404E+00  2.7189E+00
  1.900  1.4905E+01  6.1787E-02 -2.7427E+01  1.059E+00  4.6830E+00  2.7901E+00
  2.000  1.4873E+01  5.8963E-02 -2.7742E+01  1.082E+00  4.7252E+00  2.8646E+00
  2.200  1.4783E+01  5.3103E-02 -2.8264E+01  1.115E+00  4.8183E+00  3.0243E+00
  2.400  1.4627E+01  4.7238E-02 -2.8542E+01  1.130E+00  4.9576E+00  3.2109E+00
  2.600  1.4497E+01  4.9890E-02 -2.8830E+01  1.309E+00  3.9491E+00  3.3868E+00
  2.800  1.4474E+01  4.6145E-02 -2.9427E+01  1.389E+00  3.6617E+00  3.5199E+00
  3.000  1.4442E+01  4.2272E-02 -2.9986E+01  1.431E+00  3.5306E+00  3.6569E+00
  3.200  1.4392E+01  3.8301E-02 -3.0471E+01  1.439E+00  3.4891E+00  3.8025E+00
  3.400  1.4333E+01  3.5104E-02 -3.0892E+01  1.433E+00  3.5004E+00  3.9537E+00
  3.600  1.4267E+01  3.2701E-02 -3.1267E+01  1.412E+00  3.5469E+00  4.1100E+00
  3.800  1.4196E+01  3.0705E-02 -3.1601E+01  1.387E+00  3.6187E+00  4.2709E+00
  4.000  1.4122E+01  2.9163E-02 -3.1908E+01  1.359E+00  3.7097E+00  4.4358E+00
  4.200  1.4044E+01  2.7805E-02 -3.2192E+01  1.328E+00  3.8161E+00  4.6044E+00
  4.400  1.3962E+01  2.6455E-02 -3.2460E+01  1.300E+00  3.9351E+00  4.7763E+00
  4.600  1.3876E+01  2.5086E-02 -3.2714E+01  1.270E+00  4.0646E+00  4.9510E+00
  4.800  1.3784E+01  2.3606E-02 -3.2956E+01  1.245E+00  4.2033E+00  5.1282E+00
  5.000  1.3686E+01  2.2060E-02 -3.3188E+01  1.218E+00  4.3498E+00  5.3076E+00
  5.200  1.3583E+01  2.0454E-02 -3.3409E+01  1.196E+00  4.5034E+00  5.4890E+00
  5.400  1.3476E+01  1.8817E-02 -3.3624E+01  1.174E+00  4.6632E+00  5.6721E+00
  5.600  1.3365E+01  1.7180E-02 -3.3831E+01  1.154E+00  4.8287E+00  5.8568E+00
  5.800  1.3252E+01  1.5593E-02 -3.4033E+01  1.135E+00  4.9992E+00  6.0428E+00
  6.000  1.3138E+01  1.4096E-02 -3.4231E+01  1.118E+00  5.1745E+00  6.2301E+00
  6.500  1.2854E+01  1.0843E-02 -3.4703E+01  1.081E+00  5.6311E+00  6.7026E+00
  7.000  1.2587E+01  8.2795E-03 -3.5138E+01  1.052E+00  6.1105E+00  7.1803E+00
  7.500  1.2325E+01  6.3051E-03 -3.5533E+01  1.031E+00  6.6094E+00  7.6620E+00
  8.000  1.2068E+01  4.8046E-03 -3.5889E+01  1.015E+00  7.1255E+00  8.1466E+00
  8.500  1.1817E+01  3.6745E-03 -3.6208E+01  1.002E+00  7.6569E+00  8.6337E+00
  9.000  1.1574E+01  2.8276E-03 -3.6496E+01  9.905E-01  8.2021E+00  9.1226E+00
  9.500  1.1341E+01  2.1995E-03 -3.6759E+01  9.801E-01  8.7599E+00  9.6131E+00
 10.000  1.1117E+01  1.7382E-03 -3.7000E+01  9.708E-01  9.3293E+00  1.0105E+01
 11.000  1.0681E+01  1.1568E-03 -3.7448E+01  9.550E-01  1.0499E+01  1.1091E+01
 12.000  1.0270E+01  8.1748E-04 -3.7876E+01  9.433E-01  1.1707E+01  1.2081E+01
 13.000  9.8835E+00  5.7795E-04 -3.8299E+01  9.359E-01  1.2948E+01  1.3072E+01
 14.000  9.5184E+00  4.0353E-04 -3.8714E+01  9.311E-01  1.4218E+01  1.4065E+01
 15.000  9.1762E+00  2.8027E-04 -3.9095E+01  9.284E-01  1.5515E+01  1.5059E+01
 16.000  8.8528E+00  1.9336E-04 -3.9433E+01  9.269E-01  1.6836E+01  1.6054E+01
 17.000  8.5477E+00  1.3513E-04 -3.9751E+01  9.263E-01  1.8180E+01  1.7050E+01
 18.000  8.2580E+00  9.9139E-05 -4.0048E+01  9.265E-01  1.9545E+01  1.8047E+01
 19.000  7.9846E+00  7.5070E-05 -4.0323E+01  9.270E-01  2.0928E+01  1.9043E+01
 20.000  7.7253E+00  5.8559E-05 -4.0589E+01  9.275E-01  2.2329E+01  2.0041E+01
